Tx_ind,Tx,Rx,f,d,dx,dy,nw,PL
3,Tx3,Lab 16b,35.5,7.36,6.9,2.57,0.5,120.0947059
3,Tx3,Lab 17,35.5,5.95,5.3,2.7,0.25,104.6235484
3,Tx3,Lab 19,35.5,5.14,4.5,2.48,0.5,111.2890909
3,Tx3,Lab 21,35.5,3.8,2.68,2.7,0.5,102.8918919
3,Tx3,Pasillo_Dep,35.5,11.03,10.8,2.25,0.5,121.1769444
1,Tx1,Lab 7,35.5,4.83,4.35,2.1,0.25,98.85387097
4,Tx4,Sala 1b,35.5,4.42,3.5,2.7,0.25,99.7930303
4,Tx4,Sala 2,35.5,4.37,4.14,1.4,0.25,88.32966667
4,Tx4,Sala 3,35.5,7.02,6.17,3.35,0.5,101.4783871
4,Tx4,Sala 30a,35.5,7.91,7.5,2.5,0.75,130.860625
4,Tx4,Sala 30b,35.5,5.37,4.89,2.21,0.75,130.7288889
4,Tx4,Sala 35,35.5,7.69,7.55,1.45,0.25,105.4281818
5,Tx5,Lab 10,35.5,3.35,2.17,2.55,0.25,116.115625
5,Tx5,Lab 11b,35.5,9.98,9.9,1.28,0.75,110.1996875
5,Tx5,Lab 12,35.5,3.91,3.3,2.1,0.25,107.7890625
4,Tx4,Sala 2,35.5,4.37,4.14,1.4,0.5,128.4205882
5,Tx5,Lab 16b,35.5,6.39,4.01,4.97,0.25,112.4808824
5,Tx5,Lab 18,35.5,10.31,10.05,2.31,0.5,129.1646875
5,Tx5,Lab 8,35.5,6.93,6.6,2.1,0.75,131.4773529
6,Tx6,Lab 11a,35.5,12.5,12.5,0,0.75,130.08
1,Tx1,Lab 5,35.5,4,4,0.01,0.25,87.11
6,Tx6,Lab 9,35.5,8.9,8.9,0,0.75,132.79
1,Tx1,Copa,36,6.59,6.3,1.94,0.5,122.9922917
1,Tx1,Lab 1,36,11.76,11.6,1.93,0.5,115.5644444
1,Tx1,Lab 11a,36,9.04,8.9,1.6,0.75,123.3766667
1,Tx1,Lab 3,36,4.25,3.6,2.25,0.25,110.2682292
1,Tx1,Lab 4,36,3.5,2.7,2.22,0.25,100.5534409
1,Tx1,Lab 5,36,4,4,0.01,0.25,83.47666667
1,Tx1,Lab 7,36,4.83,4.35,2.1,0.25,102.2266667
1,Tx1,Lab 9,36,5.78,5.3,2.3,0.75,113.5
1,Tx1,Sala,36,11.57,2,11.4,0.75,107.8532292
2,Tx2,Lab 25,36,3.99,3.58,1.76,0.25,100.6693137
2,Tx2,Lab 26,36,5.21,4.27,2.98,0.25,103.2643137
2,Tx2,Lab 26a,36,8.43,7.55,3.74,0.75,124.815303
2,Tx2,Lab 26a,36,8.43,7.55,3.74,0.75,124.9541667
2,Tx2,Lab 27,36,6.71,5.87,3.25,0.5,111.2063636
2,Tx2,Lobby,36,10.46,10.3,1.8,0.5,101.5222917
3,Tx3,Lab 11b,36,12.48,12.3,2.09,0.75,122.6766667
3,Tx3,Lab 13,36,9.68,9.3,2.69,0.5,106.4654167
3,Tx3,Lab 16a,36,2.57,0,2.57,0.25,86.99099099
3,Tx3,Lab 16b,36,7.36,6.9,2.57,0.5,110.930614
3,Tx3,Lab 17,36,5.95,5.3,2.7,0.25,101.1513889
3,Tx3,Lab 19,36,5.14,4.5,2.48,0.5,102.9888542
3,Tx3,Lab 21,36,3.8,2.68,2.7,0.5,96.56757576
3,Tx3,Pasillo_Dep,36,11.03,10.8,2.25,0.5,120.5638889
1,Tx1,Lab 7,36,4.83,4.35,2.1,0.25,92.26878788
4,Tx4,Sala 1b,36,4.42,3.5,2.7,0.25,92.55843137
4,Tx4,Sala 2,36,4.37,4.14,1.4,0.25,81.26473118
4,Tx4,Sala 3,36,7.02,6.17,3.35,0.5,94.56479167
4,Tx4,Sala 30a,36,7.91,7.5,2.5,0.75,124.6987879
4,Tx4,Sala 30b,36,5.37,4.89,2.21,0.75,124.5859524
4,Tx4,Sala 35,36,7.69,7.55,1.45,0.25,100.0687879
5,Tx5,Lab 10,36,3.35,2.17,2.55,0.25,109.7569697
5,Tx5,Lab 11b,36,9.98,9.9,1.28,0.75,100.8690909
5,Tx5,Lab 12,36,3.91,3.3,2.1,0.25,95.78698925
4,Tx4,Sala 2,36,4.37,4.14,1.4,0.5,123.8180952
5,Tx5,Lab 16b,36,6.39,4.01,4.97,0.25,104.9498925
5,Tx5,Lab 18,36,10.31,10.05,2.31,0.5,122.6154167
5,Tx5,Lab 8,36,6.93,6.6,2.1,0.75,124.7829825
6,Tx6,Lab 11a,36,12.5,12.5,0,0.75,123.1266667
1,Tx1,Lab 5,36,4,4,0.01,0.25,80.82333333
6,Tx6,Lab 9,36,8.9,8.9,0,0.75,121.8733333
1,Tx1,Copa,36.5,6.59,6.3,1.94,0.5,117.6868571
1,Tx1,Lab 1,36.5,11.76,11.6,1.93,0.5,127.1013514
1,Tx1,Lab 11a,36.5,9.04,8.9,1.6,0.75,125.8533333
1,Tx1,Lab 3,36.5,4.25,3.6,2.25,0.25,107.4424242
1,Tx1,Lab 4,36.5,3.5,2.7,2.22,0.25,114.6497059
1,Tx1,Lab 5,36.5,4,4,0.01,0.25,86.59666667
1,Tx1,Lab 7,36.5,4.83,4.35,2.1,0.25,109.5933333
1,Tx1,Lab 9,36.5,5.78,5.3,2.3,0.75,116.41
1,Tx1,Sala,36.5,11.57,2,11.4,0.75,116.96625
2,Tx2,Lab 25,36.5,3.99,3.58,1.76,0.25,111.2046875
2,Tx2,Lab 26,36.5,5.21,4.27,2.98,0.25,105.8647059
2,Tx2,Lab 26a,36.5,8.43,7.55,3.74,0.75,130.1306061
2,Tx2,Lab 26a,36.5,8.43,7.55,3.74,0.75,129.9616279
2,Tx2,Lab 27,36.5,6.71,5.87,3.25,0.5,116.0628125
2,Tx2,Lobby,36.5,10.46,10.3,1.8,0.5,99.53457143
3,Tx3,Lab 11b,36.5,12.48,12.3,2.09,0.75,128.81
3,Tx3,Lab 13,36.5,9.68,9.3,2.69,0.5,114.7059259
3,Tx3,Lab 16a,36.5,2.57,0,2.57,0.25,93.53324324
3,Tx3,Lab 16b,36.5,7.36,6.9,2.57,0.5,115.1931579
3,Tx3,Lab 17,36.5,5.95,5.3,2.7,0.25,112.6104348
3,Tx3,Lab 19,36.5,5.14,4.5,2.48,0.5,114.8646875
3,Tx3,Lab 21,36.5,3.8,2.68,2.7,0.5,100.0948485
3,Tx3,Pasillo_Dep,36.5,11.03,10.8,2.25,0.5,124.4632353
1,Tx1,Lab 7,36.5,4.83,4.35,2.1,0.25,97.9946875
4,Tx4,Sala 1b,36.5,4.42,3.5,2.7,0.25,98.59967742
4,Tx4,Sala 2,36.5,4.37,4.14,1.4,0.25,87.27125
4,Tx4,Sala 3,36.5,7.02,6.17,3.35,0.5,97.3578125
4,Tx4,Sala 30a,36.5,7.91,7.5,2.5,0.75,129.7993939
4,Tx4,Sala 30b,36.5,5.37,4.89,2.21,0.75,130.655625
4,Tx4,Sala 35,36.5,7.69,7.55,1.45,0.25,115.6828125
5,Tx5,Lab 10,36.5,3.35,2.17,2.55,0.25,114.9597143
5,Tx5,Lab 11b,36.5,9.98,9.9,1.28,0.75,112.4451515
5,Tx5,Lab 12,36.5,3.91,3.3,2.1,0.25,100.0657576
4,Tx4,Sala 2,36.5,4.37,4.14,1.4,0.5,129.3296875
5,Tx5,Lab 16b,36.5,6.39,4.01,4.97,0.25,102.5139394
5,Tx5,Lab 18,36.5,10.31,10.05,2.31,0.5,129.59
5,Tx5,Lab 8,36.5,6.93,6.6,2.1,0.75,130.2675
6,Tx6,Lab 11a,36.5,12.5,12.5,0,0.75,129.26
1,Tx1,Lab 5,36.5,4,4,0.01,0.25,90.61333333
6,Tx6,Lab 9,36.5,8.9,8.9,0,0.75,133.9033333
1,Tx1,Copa,37,6.59,6.3,1.94,0.5,125.9897059
1,Tx1,Lab 1,37,11.76,11.6,1.93,0.5,129.6414706
1,Tx1,Lab 11a,37,9.04,8.9,1.6,0.75,127.8133333
1,Tx1,Lab 3,37,4.25,3.6,2.25,0.25,119.0115625
1,Tx1,Lab 4,37,3.5,2.7,2.22,0.25,112.5979412
1,Tx1,Lab 5,37,4,4,0.01,0.25,88.19666667
1,Tx1,Lab 7,37,4.83,4.35,2.1,0.25,115.1566667
1,Tx1,Lab 9,37,5.78,5.3,2.3,0.75,117.0333333
1,Tx1,Sala,37,11.57,2,11.4,0.75,110.9415625
2,Tx2,Lab 25,37,3.99,3.58,1.76,0.25,108.4682353
2,Tx2,Lab 26,37,5.21,4.27,2.98,0.25,103.7927027
2,Tx2,Lab 26a,37,8.43,7.55,3.74,0.75,133.2458065
2,Tx2,Lab 26a,37,8.43,7.55,3.74,0.75,132.2483333
2,Tx2,Lab 27,37,6.71,5.87,3.25,0.5,123.6381818
2,Tx2,Lobby,37,10.46,10.3,1.8,0.5,101.09875
3,Tx3,Lab 11b,37,12.48,12.3,2.09,0.75,131.51
3,Tx3,Lab 13,37,9.68,9.3,2.69,0.5,120.075
3,Tx3,Lab 16a,37,2.57,0,2.57,0.25,100.6225714
3,Tx3,Lab 16b,37,7.36,6.9,2.57,0.5,120.61675
3,Tx3,Lab 17,37,5.95,5.3,2.7,0.25,109.2038235
3,Tx3,Lab 19,37,5.14,4.5,2.48,0.5,115.7928125
3,Tx3,Lab 21,37,3.8,2.68,2.7,0.5,104.8753125
3,Tx3,Pasillo_Dep,37,11.03,10.8,2.25,0.5,120.7997561
1,Tx1,Lab 7,37,4.83,4.35,2.1,0.25,100.4637143
4,Tx4,Sala 1b,37,4.42,3.5,2.7,0.25,101.1108824
4,Tx4,Sala 2,37,4.37,4.14,1.4,0.25,90.67612903
4,Tx4,Sala 3,37,7.02,6.17,3.35,0.5,100.3615152
4,Tx4,Sala 30a,37,7.91,7.5,2.5,0.75,133.3129412
4,Tx4,Sala 30b,37,5.37,4.89,2.21,0.75,131.629
4,Tx4,Sala 35,37,7.69,7.55,1.45,0.25,110.6908333
5,Tx5,Lab 10,37,3.35,2.17,2.55,0.25,110.1967647
5,Tx5,Lab 11b,37,9.98,9.9,1.28,0.75,114.0796774
5,Tx5,Lab 12,37,3.91,3.3,2.1,0.25,100.8060606
4,Tx4,Sala 2,37,4.37,4.14,1.4,0.5,131.4139394
5,Tx5,Lab 16b,37,6.39,4.01,4.97,0.25,102.973125
5,Tx5,Lab 18,37,10.31,10.05,2.31,0.5,130.3941935
5,Tx5,Lab 8,37,6.93,6.6,2.1,0.75,133.094
6,Tx6,Lab 11a,37,12.5,12.5,0,0.75,131.96
1,Tx1,Lab 5,37,4,4,0.01,0.25,94.04
6,Tx6,Lab 9,37,8.9,8.9,0,0.75,136.525
1,Tx1,Copa,37.5,6.59,6.3,1.94,0.5,116.6719697
1,Tx1,Lab 1,37.5,11.76,11.6,1.93,0.5,122.060303
1,Tx1,Lab 11a,37.5,9.04,8.9,1.6,0.75,130.4933333
1,Tx1,Lab 3,37.5,4.25,3.6,2.25,0.25,112.5
1,Tx1,Lab 4,37.5,3.5,2.7,2.22,0.25,114.2141905
1,Tx1,Lab 5,37.5,4,4,0.01,0.25,85.79
1,Tx1,Lab 7,37.5,4.83,4.35,2.1,0.25,106.71
1,Tx1,Lab 9,37.5,5.78,5.3,2.3,0.75,123.7933333
1,Tx1,Sala,37.5,11.57,2,11.4,0.75,108.5807527
2,Tx2,Lab 25,37.5,3.99,3.58,1.76,0.25,106.1421569
2,Tx2,Lab 26,37.5,5.21,4.27,2.98,0.25,110.5945098
2,Tx2,Lab 26a,37.5,8.43,7.55,3.74,0.75,128.1217204
2,Tx2,Lab 26a,37.5,8.43,7.55,3.74,0.75,130.7620833
2,Tx2,Lab 27,37.5,6.71,5.87,3.25,0.5,119.2730303
2,Tx2,Lobby,37.5,10.46,10.3,1.8,0.5,101.6673958
3,Tx3,Lab 11b,37.5,12.48,12.3,2.09,0.75,130.6333333
3,Tx3,Lab 13,37.5,9.68,9.3,2.69,0.5,116.5095495
3,Tx3,Lab 16a,37.5,2.57,0,2.57,0.25,97.36944444
3,Tx3,Lab 16b,37.5,7.36,6.9,2.57,0.5,123.0122523
3,Tx3,Lab 17,37.5,5.95,5.3,2.7,0.25,119.7520175
3,Tx3,Lab 19,37.5,5.14,4.5,2.48,0.5,119.7053922
3,Tx3,Lab 21,37.5,3.8,2.68,2.7,0.5,105.4082171
3,Tx3,Pasillo_Dep,37.5,11.03,10.8,2.25,0.5,130.4022523
1,Tx1,Lab 7,37.5,4.83,4.35,2.1,0.25,99.41555556
4,Tx4,Sala 1b,37.5,4.42,3.5,2.7,0.25,99.78333333
4,Tx4,Sala 2,37.5,4.37,4.14,1.4,0.25,90.419
4,Tx4,Sala 3,37.5,7.02,6.17,3.35,0.5,101.9484848
4,Tx4,Sala 30a,37.5,7.91,7.5,2.5,0.75,131.3448485
4,Tx4,Sala 30b,37.5,5.37,4.89,2.21,0.75,128.6617204
4,Tx4,Sala 35,37.5,7.69,7.55,1.45,0.25,100.9984946
5,Tx5,Lab 10,37.5,3.35,2.17,2.55,0.25,108.9670833
5,Tx5,Lab 11b,37.5,9.98,9.9,1.28,0.75,106.039697
5,Tx5,Lab 12,37.5,3.91,3.3,2.1,0.25,100.2195833
4,Tx4,Sala 2,37.5,4.37,4.14,1.4,0.5,121.6545455
5,Tx5,Lab 16b,37.5,6.39,4.01,4.97,0.25,104.0508333
5,Tx5,Lab 18,37.5,10.31,10.05,2.31,0.5,123.2088172
5,Tx5,Lab 8,37.5,6.93,6.6,2.1,0.75,131.5805128
6,Tx6,Lab 11a,37.5,12.5,12.5,0,0.75,131.0833333
1,Tx1,Lab 5,37.5,4,4,0.01,0.25,86.70333333
6,Tx6,Lab 9,37.5,8.9,8.9,0,0.75,133.11
1,Tx1,Copa,38,6.59,6.3,1.94,0.5,118.841982
1,Tx1,Lab 1,38,11.76,11.6,1.93,0.5,134.2980556
1,Tx1,Lab 11a,38,9.04,8.9,1.6,0.75,133.8933333
1,Tx1,Lab 3,38,4.25,3.6,2.25,0.25,122.8436458
1,Tx1,Lab 4,38,3.5,2.7,2.22,0.25,117.8033333
1,Tx1,Lab 5,38,4,4,0.01,0.25,88.63
1,Tx1,Lab 7,38,4.83,4.35,2.1,0.25,111.36
1,Tx1,Lab 9,38,5.78,5.3,2.3,0.75,126.8733333
1,Tx1,Sala,38,11.57,2,11.4,0.75,112.6612121
2,Tx2,Lab 25,38,3.99,3.58,1.76,0.25,103.2542708
2,Tx2,Lab 26,38,5.21,4.27,2.98,0.25,103.6159048
2,Tx2,Lab 26a,38,8.43,7.55,3.74,0.75,133.1778788
2,Tx2,Lab 26a,38,8.43,7.55,3.74,0.75,135.5011905
2,Tx2,Lab 27,38,6.71,5.87,3.25,0.5,116.0927619
2,Tx2,Lobby,38,10.46,10.3,1.8,0.5,103.4877083
3,Tx3,Lab 11b,38,12.48,12.3,2.09,0.75,133.7933333
3,Tx3,Lab 13,38,9.68,9.3,2.69,0.5,118.8971569
3,Tx3,Lab 16a,38,2.57,0,2.57,0.25,103.8008333
3,Tx3,Lab 16b,38,7.36,6.9,2.57,0.5,118.2921905
3,Tx3,Lab 17,38,5.95,5.3,2.7,0.25,113.6691398
3,Tx3,Lab 19,38,5.14,4.5,2.48,0.5,112.3755333
3,Tx3,Lab 21,38,3.8,2.68,2.7,0.5,112.9588172
3,Tx3,Pasillo_Dep,38,11.03,10.8,2.25,0.5,126.8833333
1,Tx1,Lab 7,38,4.83,4.35,2.1,0.25,103.1324242
4,Tx4,Sala 1b,38,4.42,3.5,2.7,0.25,103.2083333
4,Tx4,Sala 2,38,4.37,4.14,1.4,0.25,93.79833333
4,Tx4,Sala 3,38,7.02,6.17,3.35,0.5,100.4057576
4,Tx4,Sala 30a,38,7.91,7.5,2.5,0.75,135.5506863
4,Tx4,Sala 30b,38,5.37,4.89,2.21,0.75,132.2149462
4,Tx4,Sala 35,38,7.69,7.55,1.45,0.25,102.6942708
5,Tx5,Lab 10,38,3.35,2.17,2.55,0.25,111.4645098
5,Tx5,Lab 11b,38,9.98,9.9,1.28,0.75,108.4533333
5,Tx5,Lab 12,38,3.91,3.3,2.1,0.25,104.3848958
4,Tx4,Sala 2,38,4.37,4.14,1.4,0.5,131.3645455
5,Tx5,Lab 16b,38,6.39,4.01,4.97,0.25,108.5053333
5,Tx5,Lab 18,38,10.31,10.05,2.31,0.5,131.5790909
5,Tx5,Lab 8,38,6.93,6.6,2.1,0.75,135.0298039
6,Tx6,Lab 11a,38,12.5,12.5,0,0.75,134.2433333
1,Tx1,Lab 5,38,4,4,0.01,0.25,90.52
6,Tx6,Lab 9,38,8.9,8.9,0,0.75,136.2066667
1,Tx1,Copa,38.5,6.59,6.3,1.94,0.5,121.2766667
1,Tx1,Lab 1,38.5,11.76,11.6,1.93,0.5,131.1126016
1,Tx1,Lab 11a,38.5,9.04,8.9,1.6,0.75,133.1966667
1,Tx1,Lab 3,38.5,4.25,3.6,2.25,0.25,112.210098
1,Tx1,Lab 4,38.5,3.5,2.7,2.22,0.25,118.8495833
1,Tx1,Lab 5,38.5,4,4,0.01,0.25,88.57666667
1,Tx1,Lab 7,38.5,4.83,4.35,2.1,0.25,111.4233333
1,Tx1,Lab 9,38.5,5.78,5.3,2.3,0.75,119.35
1,Tx1,Sala,38.5,11.57,2,11.4,0.75,114.5658333
2,Tx2,Lab 25,38.5,3.99,3.58,1.76,0.25,104.5255208
2,Tx2,Lab 26,38.5,5.21,4.27,2.98,0.25,107.5890909
2,Tx2,Lab 26a,38.5,8.43,7.55,3.74,0.75,133.5352083
2,Tx2,Lab 26a,38.5,8.43,7.55,3.74,0.75,135.21
2,Tx2,Lab 27,38.5,6.71,5.87,3.25,0.5,115.9339583
2,Tx2,Lobby,38.5,10.46,10.3,1.8,0.5,105.5462745
3,Tx3,Lab 11b,38.5,12.48,12.3,2.09,0.75,133.1333333
3,Tx3,Lab 13,38.5,9.68,9.3,2.69,0.5,113.0823958
3,Tx3,Lab 16a,38.5,2.57,0,2.57,0.25,100.4161111
3,Tx3,Lab 16b,38.5,7.36,6.9,2.57,0.5,118.5447619
3,Tx3,Lab 17,38.5,5.95,5.3,2.7,0.25,113.1815152
3,Tx3,Lab 19,38.5,5.14,4.5,2.48,0.5,117.1018627
3,Tx3,Lab 21,38.5,3.8,2.68,2.7,0.5,109.110303
3,Tx3,Pasillo_Dep,38.5,11.03,10.8,2.25,0.5,122.4433333
1,Tx1,Lab 7,38.5,4.83,4.35,2.1,0.25,103.4439583
4,Tx4,Sala 1b,38.5,4.42,3.5,2.7,0.25,103.8355914
4,Tx4,Sala 2,38.5,4.37,4.14,1.4,0.25,93.93010753
4,Tx4,Sala 3,38.5,7.02,6.17,3.35,0.5,100.8844762
4,Tx4,Sala 30a,38.5,7.91,7.5,2.5,0.75,134.515619
4,Tx4,Sala 30b,38.5,5.37,4.89,2.21,0.75,134.38
4,Tx4,Sala 35,38.5,7.69,7.55,1.45,0.25,104.8839785
5,Tx5,Lab 10,38.5,3.35,2.17,2.55,0.25,114.2778495
5,Tx5,Lab 11b,38.5,9.98,9.9,1.28,0.75,108.5711458
5,Tx5,Lab 12,38.5,3.91,3.3,2.1,0.25,104.6055914
4,Tx4,Sala 2,38.5,4.37,4.14,1.4,0.5,135.1033333
5,Tx5,Lab 16b,38.5,6.39,4.01,4.97,0.25,121.1059048
5,Tx5,Lab 18,38.5,10.31,10.05,2.31,0.5,134.6048958
5,Tx5,Lab 8,38.5,6.93,6.6,2.1,0.75,134.8089216
6,Tx6,Lab 11a,38.5,12.5,12.5,0,0.75,133.5833333
1,Tx1,Lab 5,38.5,4,4,0.01,0.25,92.67
6,Tx6,Lab 9,38.5,8.9,8.9,0,0.75,136.5666667
1,Tx1,Copa,39,6.59,6.3,1.94,0.5,130.1857292
1,Tx1,Lab 1,39,11.76,11.6,1.93,0.5,128.140303
1,Tx1,Lab 11a,39,9.04,8.9,1.6,0.75,133.8933333
1,Tx1,Lab 3,39,4.25,3.6,2.25,0.25,106.4234409
1,Tx1,Lab 4,39,3.5,2.7,2.22,0.25,121.0384314
1,Tx1,Lab 5,39,4,4,0.01,0.25,89.64333333
1,Tx1,Lab 7,39,4.83,4.35,2.1,0.25,114.63
1,Tx1,Lab 9,39,5.78,5.3,2.3,0.75,122.3766667
1,Tx1,Sala,39,11.57,2,11.4,0.75,113.4854167
2,Tx2,Lab 25,39,3.99,3.58,1.76,0.25,109.4710417
2,Tx2,Lab 26,39,5.21,4.27,2.98,0.25,115.940303
2,Tx2,Lab 26a,39,8.43,7.55,3.74,0.75,133.5109091
2,Tx2,Lab 26a,39,8.43,7.55,3.74,0.75,136.2855556
2,Tx2,Lab 27,39,6.71,5.87,3.25,0.5,127.2221212
2,Tx2,Lobby,39,10.46,10.3,1.8,0.5,110.0541667
3,Tx3,Lab 11b,39,12.48,12.3,2.09,0.75,134.1266667
3,Tx3,Lab 13,39,9.68,9.3,2.69,0.5,115.2663542
3,Tx3,Lab 16a,39,2.57,0,2.57,0.25,96.21855856
3,Tx3,Lab 16b,39,7.36,6.9,2.57,0.5,120.9087255
3,Tx3,Lab 17,39,5.95,5.3,2.7,0.25,117.7646667
3,Tx3,Lab 19,39,5.14,4.5,2.48,0.5,115.8290909
3,Tx3,Lab 21,39,3.8,2.68,2.7,0.5,112.2660952
3,Tx3,Pasillo_Dep,39,11.03,10.8,2.25,0.5,129.2929524
1,Tx1,Lab 7,39,4.83,4.35,2.1,0.25,103.9993939
4,Tx4,Sala 1b,39,4.42,3.5,2.7,0.25,104.6115238
4,Tx4,Sala 2,39,4.37,4.14,1.4,0.25,93.09
4,Tx4,Sala 3,39,7.02,6.17,3.35,0.5,102.3097917
4,Tx4,Sala 30a,39,7.91,7.5,2.5,0.75,136.1132292
4,Tx4,Sala 30b,39,5.37,4.89,2.21,0.75,135.1302151
4,Tx4,Sala 35,39,7.69,7.55,1.45,0.25,111.667193
5,Tx5,Lab 10,39,3.35,2.17,2.55,0.25,112.3410784
5,Tx5,Lab 11b,39,9.98,9.9,1.28,0.75,107.9032292
5,Tx5,Lab 12,39,3.91,3.3,2.1,0.25,104.3073118
4,Tx4,Sala 2,39,4.37,4.14,1.4,0.5,134.342
5,Tx5,Lab 16b,39,6.39,4.01,4.97,0.25,129.0729167
5,Tx5,Lab 18,39,10.31,10.05,2.31,0.5,131.9455556
5,Tx5,Lab 8,39,6.93,6.6,2.1,0.75,135.8693137
6,Tx6,Lab 11a,39,12.5,12.5,0,0.75,134.5766667
1,Tx1,Lab 5,39,4,4,0.01,0.25,92.58
6,Tx6,Lab 9,39,8.9,8.9,0,0.75,136.9233333
1,Tx1,Copa,39.5,6.59,6.3,1.94,0.5,131.2288889
1,Tx1,Lab 1,39.5,11.76,11.6,1.93,0.5,132.6039583
1,Tx1,Lab 11a,39.5,9.04,8.9,1.6,0.75,133.3233333
1,Tx1,Lab 3,39.5,4.25,3.6,2.25,0.25,120.9149462
1,Tx1,Lab 4,39.5,3.5,2.7,2.22,0.25,119.0341667
1,Tx1,Lab 5,39.5,4,4,0.01,0.25,89.04666667
1,Tx1,Lab 7,39.5,4.83,4.35,2.1,0.25,112.9733333
1,Tx1,Lab 9,39.5,5.78,5.3,2.3,0.75,122.6633333
1,Tx1,Sala,39.5,11.57,2,11.4,0.75,112.1043011
2,Tx2,Lab 25,39.5,3.99,3.58,1.76,0.25,106.0373958
2,Tx2,Lab 26,39.5,5.21,4.27,2.98,0.25,104.3353922
2,Tx2,Lab 26a,39.5,8.43,7.55,3.74,0.75,134.0848485
2,Tx2,Lab 26a,39.5,8.43,7.55,3.74,0.75,135.578
2,Tx2,Lab 27,39.5,6.71,5.87,3.25,0.5,119.3893939
2,Tx2,Lobby,39.5,10.46,10.3,1.8,0.5,113.8990909
3,Tx3,Lab 11b,39.5,12.48,12.3,2.09,0.75,133.2633333
3,Tx3,Lab 13,39.5,9.68,9.3,2.69,0.5,114.6980208
3,Tx3,Lab 16a,39.5,2.57,0,2.57,0.25,99.12619048
3,Tx3,Lab 16b,39.5,7.36,6.9,2.57,0.5,119.2353922
3,Tx3,Lab 17,39.5,5.95,5.3,2.7,0.25,122.9447126
3,Tx3,Lab 19,39.5,5.14,4.5,2.48,0.5,119.8366667
3,Tx3,Lab 21,39.5,3.8,2.68,2.7,0.5,109.1950794
3,Tx3,Pasillo_Dep,39.5,11.03,10.8,2.25,0.5,124.8391228
1,Tx1,Lab 7,39.5,4.83,4.35,2.1,0.25,104.3658333
4,Tx4,Sala 1b,39.5,4.42,3.5,2.7,0.25,105.0052083
4,Tx4,Sala 2,39.5,4.37,4.14,1.4,0.25,92.50784946
4,Tx4,Sala 3,39.5,7.02,6.17,3.35,0.5,106.6802083
4,Tx4,Sala 30a,39.5,7.91,7.5,2.5,0.75,135.4127451
4,Tx4,Sala 30b,39.5,5.37,4.89,2.21,0.75,135.6503333
4,Tx4,Sala 35,39.5,7.69,7.55,1.45,0.25,102.780303
5,Tx5,Lab 10,39.5,3.35,2.17,2.55,0.25,112.6064762
5,Tx5,Lab 11b,39.5,9.98,9.9,1.28,0.75,111.9872727
5,Tx5,Lab 12,39.5,3.91,3.3,2.1,0.25,103.790303
4,Tx4,Sala 2,39.5,4.37,4.14,1.4,0.5,124.1733333
5,Tx5,Lab 16b,39.5,6.39,4.01,4.97,0.25,113.8136275
5,Tx5,Lab 18,39.5,10.31,10.05,2.31,0.5,131.5563636
5,Tx5,Lab 8,39.5,6.93,6.6,2.1,0.75,134.8890909
6,Tx6,Lab 11a,39.5,12.5,12.5,0,0.75,133.7133333
1,Tx1,Lab 5,39.5,4,4,0.01,0.25,92.79
6,Tx6,Lab 9,39.5,8.9,8.9,0,0.75,138.4033333
1,Tx1,Copa,40,6.59,6.3,1.94,0.5,121.8433333
1,Tx1,Lab 1,40,11.76,11.6,1.93,0.5,133.442029
1,Tx1,Lab 11a,40,9.04,8.9,1.6,0.75,132.3066667
1,Tx1,Lab 3,40,4.25,3.6,2.25,0.25,111.4239583
1,Tx1,Lab 4,40,3.5,2.7,2.22,0.25,121.3248333
1,Tx1,Lab 5,40,4,4,0.01,0.25,88.38666667
1,Tx1,Lab 7,40,4.83,4.35,2.1,0.25,112.52
1,Tx1,Lab 9,40,5.78,5.3,2.3,0.75,129.5333333
1,Tx1,Sala,40,11.57,2,11.4,0.75,110.3142424
2,Tx2,Lab 25,40,3.99,3.58,1.76,0.25,99.38583333
2,Tx2,Lab 26,40,5.21,4.27,2.98,0.25,110.1616667
2,Tx2,Lab 26a,40,8.43,7.55,3.74,0.75,129.3501905
2,Tx2,Lab 26a,40,8.43,7.55,3.74,0.75,133.376
2,Tx2,Lab 27,40,6.71,5.87,3.25,0.5,126.810098
2,Tx2,Lobby,40,10.46,10.3,1.8,0.5,114.5352083
3,Tx3,Lab 11b,40,12.48,12.3,2.09,0.75,131.9833333
3,Tx3,Lab 13,40,9.68,9.3,2.69,0.5,119.8618627
3,Tx3,Lab 16a,40,2.57,0,2.57,0.25,99.52280702
3,Tx3,Lab 16b,40,7.36,6.9,2.57,0.5,121.9341026
3,Tx3,Lab 17,40,5.95,5.3,2.7,0.25,119.3013978
3,Tx3,Lab 19,40,5.14,4.5,2.48,0.5,115.2171569
3,Tx3,Lab 21,40,3.8,2.68,2.7,0.5,108.2695098
3,Tx3,Pasillo_Dep,40,11.03,10.8,2.25,0.5,120.225
1,Tx1,Lab 7,40,4.83,4.35,2.1,0.25,102.8830392
4,Tx4,Sala 1b,40,4.42,3.5,2.7,0.25,102.9735833
4,Tx4,Sala 2,40,4.37,4.14,1.4,0.25,90.69208333
4,Tx4,Sala 3,40,7.02,6.17,3.35,0.5,104.4307527
4,Tx4,Sala 30a,40,7.91,7.5,2.5,0.75,132.9090476
4,Tx4,Sala 30b,40,5.37,4.89,2.21,0.75,132.5233333
